# NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution.
# COMMENT: DESCRIPTION: Quasi-random coloring problem
# CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca)
# Specifications:
# Random seed: 13185
# No hidden coloring
# Probability: 0.769218
# girth/degree-limited graph, girth 8, delta 1076, max 1311
# Degree Information:
# Min:4 Avg:6.512913 Max:14 Std:1.050756
# No verification required.
# Creation Date: Mon Apr 11 19:06:36 2016
# Weight distribution parameters: a=0.0; b=83.0; seed=1810.
# TYPE: Random Graphs
4453 14501
253 3915 73.2024987897
810 3915 33.6901221663
1041 3915 26.3464172008
1103 3915 64.3619118899
2459 3915 9.43499979304
3717 3915 30.6791561841
3784 3915 1.36129442218
1312 3916 52.2559426391
1390 3916 60.2641418426
1704 3916 20.962916192
2219 3916 5.25148556952
2906 3916 27.9146111341
3497 3916 1.21271047851
791 3917 55.9473730833
814 3917 67.5628681229
2068 3917 57.7453889422
2420 3917 81.6454716463
3306 3917 37.2333174269
986 3918 63.1068990034
1299 3918 46.6671439063
1873 3918 77.8817589697
2622 3918 18.849802135
3579 3918 30.2487169699
734 3919 51.079020078
1055 3919 75.2002887406
1224 3919 78.166845326
2312 3919 54.9585594001
2903 3919 49.0516653832
950 3920 74.4737300881
1287 3920 47.0010881351
1288 3920 15.288541266
2612 3920 56.2797473685
2689 3920 27.8938878838
3622 3920 51.6266896847
183 3921 44.8118645304
3529 3921 40.7847440462
3102 3922 20.4580603674
3603 3922 26.0440781328
3771 3922 20.1097338513
376 3923 47.5716834967
1052 3923 74.9393080012
1130 3923 40.3912742775
2043 3923 79.1316118431
2269 3923 66.5665683139
3225 3923 71.9131509665
3559 3923 77.4785347979
1731 3924 24.308643842
2120 3924 77.6182494054
2521 3924 35.1079047424
2898 3924 78.3603059709
3304 3924 12.9839563164
242 3925 81.9450161855
680 3925 34.386176896
730 3925 49.5907601884
1334 3925 51.7129167459
1821 3925 14.9726455939
859 3926 23.3125287497
1240 3926 33.7297753326
2034 3926 20.8016517658
2517 3926 18.689863007
2623 3926 13.8045523231
2716 3926 30.8081276984
3760 3926 72.3716442451
951 3927 80.0260625109
1475 3927 64.1495382813
1575 3927 74.7730093716
3913 3927 77.4776725428
1552 3928 77.6017286636
1963 3928 31.0075011406
2593 3928 7.18986720824
3527 3928 41.7757253446
351 3929 60.1549303414
843 3929 81.9345776508
2363 3929 62.8570295796
2749 3929 60.2820162098
2791 3929 27.1151375645
2874 3929 26.0058270243
943 3930 42.967592298
1415 3930 67.3320857223
1796 3930 14.7233517403
1883 3930 0.0542449814699
2655 3930 21.5073840267
2820 3930 14.4277333985
575 3931 51.6587238023
1174 3931 2.83647889499
1278 3931 56.1956900308
2229 3931 7.933354217
2356 3931 31.1339274471
483 3932 76.7602778867
1459 3932 14.3531002174
1565 3932 72.6489655941
1758 3932 53.4905860478
2975 3932 68.0097703456
1003 3933 56.4376369657
1739 3933 44.2710558207
3268 3933 4.43100050028
3584 3933 19.0061529735
3586 3933 0.361094269159
395 3934 46.9143940459
775 3934 12.5827394724
1617 3934 2.35603501338
1915 3934 4.47826469534
2083 3934 8.20726871546
2258 3934 47.8057689736
3899 3934 47.4841715471
3125 3935 37.252481438
3344 3935 72.0269781959
646 3936 81.711701874
1719 3936 53.2742371424
2210 3936 20.1800715251
2789 3936 9.02458312455
3480 3936 51.2255768187
3776 3936 54.9365573516
425 3937 34.285455306
550 3937 15.8664134193
993 3937 47.0876031615
1293 3937 49.1362238099
2275 3937 36.0765783724
3217 3937 23.194572885
561 3938 57.7676973357
656 3938 17.2112068606
661 3938 8.06720743883
2027 3938 66.1825379171
2315 3938 80.3163453946
2860 3938 69.0688244019
3179 3938 1.69331117004
460 3939 23.0182382643
691 3939 14.958899165
1353 3939 12.8656480865
1637 3939 33.283093761
2533 3939 2.49567481949
2558 3939 34.0539280726
2723 3939 41.4237639785
3717 3939 81.1330136824
924 3940 21.4342027692
1557 3940 15.6913780149
1835 3940 31.3742996201
2179 3940 60.886579155
2827 3940 72.8181737902
3358 3940 72.845725501
3931 3940 82.6033209607
333 3941 47.0065646939
438 3941 13.4100366559
988 3941 32.8306073645
2232 3941 75.3833057925
2520 3941 64.6251702794
2689 3941 34.7438105462
2906 3941 81.6682292149
472 3942 67.6244862409
881 3942 67.6051389545
2774 3942 22.9093100352
3877 3942 56.6281385803
398 3943 36.1721839312
614 3943 51.3097367136
2164 3943 27.6844481979
2310 3943 63.6682175358
3750 3943 46.2164568963
1077 3944 59.5578822309
1239 3944 62.5454229202
1648 3944 35.0305332869
3318 3944 76.1252866637
3388 3944 1.88403615036
3872 3944 38.9425513949
270 3945 6.6366294163
496 3945 34.1835731687
1545 3945 21.5423162901
1925 3945 40.8144672155
2078 3945 17.6013922295
370 3946 40.5658255745
665 3946 19.6499598272
2107 3946 72.0542536907
2140 3946 77.3580244007
2149 3946 52.6440331812
907 3947 21.2048583319
2063 3947 77.6600485323
2214 3947 17.2470119905
2983 3947 57.8938262719
14 3948 54.4610647067
203 3948 62.8272360548
889 3948 28.2647332505
1722 3948 25.4384016403
1751 3948 16.4087546758
2594 3948 78.850175126
1110 3949 40.1543513166
2539 3949 16.842961889
3210 3949 68.7160334144
3542 3949 80.2956410264
292 3950 62.1018626811
2393 3950 25.8962190725
2702 3950 72.0959089735
2744 3950 42.2210054315
3358 3950 57.4598434798
3379 3950 26.0842248063
1310 3951 53.3803399285
2185 3951 0.714098924942
2370 3951 20.0611382576
2672 3951 23.0586931251
2740 3951 48.1929556038
1163 3952 78.4004734326
1516 3952 35.7950377016
1639 3952 58.0963203733
2284 3952 21.9786132009
2656 3952 74.4187097463
3858 3952 36.477776463
309 3953 59.2762941457
1680 3953 67.9584229496
2626 3953 71.2032548697
3235 3953 76.0351978109
3681 3953 80.6195838224
424 3954 43.8341490397
1625 3954 26.4199588491
3239 3954 68.1610268889
3313 3954 4.65980719246
3417 3954 65.8124173399
3483 3954 15.1956015497
839 3955 76.4606599759
1531 3955 24.9841076458
1532 3955 47.1960140951
1780 3955 44.2687019207
2038 3955 11.6453895409
2371 3955 34.5581572936
2985 3955 65.3264201975
726 3956 23.7443256717
836 3956 61.2622885923
1162 3956 49.4009619041
1274 3956 13.5271795386
2870 3956 11.1257141176
534 3957 59.0410587409
695 3957 58.9023164432
960 3957 12.5805226667
1803 3957 76.1780028855
2062 3957 36.7853673249
2225 3957 23.6074740641
3289 3957 2.65106372214
419 3958 64.1165017331
1144 3958 43.4457144334
1964 3958 25.3986632087
2907 3958 69.391564492
149 3959 6.67373646035
189 3959 3.67774729878
1084 3959 38.9867874072
1590 3959 0.129892917326
1891 3959 0.374339539544
3605 3959 56.2086608751
1399 3960 36.3353480852
2056 3960 58.2785858716
2075 3960 5.82945944895
3486 3960 13.7016151494
3583 3960 15.569300272
3945 3960 6.09720090333
413 3961 30.8315187869
834 3961 29.3747623047
2747 3961 44.9453666829
3563 3961 23.2548149518
3843 3961 8.13428496189
3913 3961 14.7813706268
1062 3962 54.2108912948
1655 3962 25.9181913532
1850 3962 60.6519354647
2603 3962 8.72984054989
3107 3962 3.61477614022
3374 3962 79.3757231757
3650 3962 34.3916684957
3704 3962 68.6810167262
48 3963 29.985342446
1017 3963 69.8407935042
1853 3963 61.3561885631
3033 3963 73.1018248709
3584 3963 14.0277420882
3787 3963 24.8478578937
439 3964 76.8438859978
600 3964 33.2806079417
1536 3964 32.9991733537
1543 3964 20.9720898252
2584 3964 80.5585271235
1265 3965 31.5273339186
1439 3965 17.530932043
1578 3965 42.3779896206
1751 3965 48.8040761802
1766 3965 38.5463046535
1997 3965 68.6517211132
2803 3965 36.6825928693
2987 3965 70.6896583525
630 3966 72.9375541847
645 3966 9.8038270592
1343 3966 41.0568447192
1717 3966 17.6843483961
1857 3966 61.848597059
3869 3966 26.8913478462
1041 3967 13.249225409
1968 3967 39.6296699565
2430 3967 42.9862113148
2808 3967 30.4962534193
2971 3967 58.0320356895
3474 3967 71.8948035231
3765 3967 20.6527046709
2244 3968 19.4638297996
2276 3968 14.8890930001
2688 3968 80.7287929539
2737 3968 45.2022779497
2802 3968 11.5484499388
2935 3968 11.5126480413
214 3969 30.5040705077
319 3969 69.2454965301
1101 3969 45.4512314688
1803 3969 3.05518596827
2810 3969 70.2439091629
999 3970 2.59641426157
1611 3970 61.9209785832
2101 3970 23.3361539144
92 3971 61.4990150921
147 3971 32.3625392853
1479 3971 66.1775838936
3140 3971 56.9305302382
3717 3971 44.1439089408
3783 3971 11.2474084648
186 3972 82.2848833193
692 3972 78.0272486136
1461 3972 68.0267991036
1579 3972 29.233212351
2751 3972 68.8326570567
2793 3972 40.1156723472
3350 3972 58.8640772235
545 3973 62.2626791019
771 3973 59.3041712464
2395 3973 18.1570186975
2508 3973 45.2277648737
2678 3973 51.1283403271
3860 3973 29.4202481665
470 3974 55.5098169338
651 3974 12.5262698443
2239 3974 31.1758098993
2920 3974 37.3751052076
3214 3974 38.6020814554
2803 3975 0.760346506501
3052 3975 3.66412256895
369 3976 75.6847384696
1093 3976 38.8061636748
1409 3976 50.4391327835
2354 3976 73.2175029687
2426 3976 54.6907109002
624 3977 34.9116006877
1445 3977 15.6790968436
2464 3977 22.1679638092
3131 3977 23.8976080371
3964 3977 58.8377473784
552 3978 66.3971929718
1494 3978 77.2262478014
1549 3978 82.3591491194
1894 3978 63.6682216948
3302 3978 20.5748216345
3624 3978 23.3796817945
207 3979 9.70168487856
222 3979 38.5180614798
2894 3979 1.11919513776
2939 3979 44.4794002926
3580 3979 29.9000554678
184 3980 27.2425323837
479 3980 37.1505391437
591 3980 70.9583656399
1299 3980 67.5361053247
2270 3980 49.5825999651
2601 3980 0.94409910965
2891 3980 15.3522273518
641 3981 20.3487789513
2159 3981 72.6433205966
2522 3981 4.23636167991
2666 3981 42.9231422511
3143 3981 77.2448228235
3198 3981 79.6496818762
3394 3981 80.5614631832
161 3982 12.8347028998
492 3982 48.2945511531
532 3982 35.6352827496
1857 3982 20.0290239789
523 3983 28.5838763098
1998 3983 15.0392545229
2846 3983 45.9853939222
3868 3983 26.0377151742
3961 3983 24.1260951718
481 3984 17.8851813525
1313 3984 76.3975874828
1324 3984 17.0994035559
3315 3984 5.83961078791
3975 3984 22.7496072611
1370 3985 6.57765000723
1651 3985 13.3091609773
1787 3985 48.9675114889
2148 3985 10.2817872114
2205 3985 60.5878476728
2923 3985 4.9437656945
3573 3985 28.3160954188
1221 3986 45.2139226194
1280 3986 32.6535071315
2483 3986 41.8766313719
2540 3986 32.1501683455
3443 3986 80.9894727167
3673 3986 44.1108749657
329 3987 40.4231377212
649 3987 54.3326185017
2340 3987 72.8407437542
3409 3987 39.3483261593
1836 3988 58.5866023957
1838 3988 17.1707269949
2314 3988 17.2385985414
183 3989 33.6075729894
1311 3989 10.0863056243
1333 3989 36.7284944379
1492 3989 11.0791293811
3063 3989 45.8510613166
304 3990 31.6176517749
985 3990 12.3591393457
2068 3990 64.3647449647
2347 3990 33.8362352971
2641 3990 57.7337530594
2868 3990 51.6449466308
3570 3990 28.8599715935
292 3991 28.009545519
1622 3991 67.898054208
2144 3991 36.7232138128
2594 3991 44.9939703859
3213 3991 43.5023734291
3468 3991 53.2753448208
3582 3991 76.7247575757
3709 3991 11.101088914
1172 3992 32.7394625557
1480 3992 44.4167878427
2649 3992 76.5967388726
3977 3992 8.54819575647
20 3993 17.4798771738
505 3993 73.1116394702
513 3993 6.97523243529
1378 3993 40.7892180244
2441 3993 70.7587207018
3301 3993 73.7947979884
3461 3993 21.3481014283
784 3994 56.7068308272
1155 3994 35.0066235848
2028 3994 58.7492183892
2656 3994 78.6555500656
2952 3994 33.7323148993
3300 3994 9.06253590717
3464 3994 4.69410547515
362 3995 8.75436812764
934 3995 20.4674986079
2060 3995 12.5965785497
2584 3995 68.1972751091
2707 3995 62.4517665995
3165 3995 77.5265283167
858 3996 64.7993271761
867 3996 28.0761488662
1013 3996 27.4122133189
1845 3996 67.4967610408
3216 3996 45.4658750565
3400 3996 81.761178859
277 3997 26.9625172647
1167 3997 81.0111308942
3698 3997 6.76750546878
3848 3997 13.7289506651
837 3998 37.8571825105
924 3998 65.5044470469
1068 3998 0.4507272519
1601 3998 38.14641788
2150 3998 59.48070537
377 3999 11.9454655905
511 3999 21.8365286692
1481 3999 24.8565184384
1684 3999 59.9279149328
1972 3999 7.55605443368
2017 3999 6.58135133995
2087 3999 65.7392133037
2548 3999 50.3541349889
2703 3999 53.683628334
2838 3999 54.9507573014
171 4000 30.1197933906
386 4000 54.9531723506
991 4000 32.73952749
1854 4000 67.0757922445
3799 4000 50.0372306534
163 4001 11.4605829271
167 4001 61.6127332435
317 4001 56.6714397269
648 4001 33.9403623541
947 4001 13.2315545485
2957 4001 6.63716353473
3405 4001 72.8677652806
1664 4002 39.5285915504
2365 4002 39.973031189
2795 4002 46.1554412678
3427 4002 31.3324033412
3557 4002 4.90555469896
3619 4002 53.6454254012
315 4003 18.8736186122
1259 4003 68.7941526765
1809 4003 22.7024887667
2288 4003 51.5745963312
2308 4003 53.2891044815
3840 4003 5.21397751072
3935 4003 71.3128171698
272 4004 77.9215069316
288 4004 58.6082168113
1467 4004 46.8858985379
2141 4004 64.3228652864
48 4005 18.2403584113
120 4005 14.8289762227
957 4005 41.657520722
1265 4005 45.4393240854
2250 4005 67.5713029824
3854 4005 35.040593672
1923 4006 72.4420200012
2628 4006 77.4554282754
2735 4006 82.338789465
2736 4006 25.2902405147
3694 4006 75.0250651527
181 4007 57.7780055783
365 4007 81.4780306466
461 4007 28.9243281041
649 4007 67.1226274033
2039 4007 40.5363523255
2412 4007 7.81445859467
2469 4007 82.1216826823
141 4008 40.7466837452
213 4008 39.383116593
885 4008 56.5350270665
924 4008 77.9774179345
950 4008 54.8635910646
3970 4008 78.1281562125
485 4009 18.5511725617
624 4009 39.8074398373
1053 4009 75.585271421
1842 4009 58.8952269388
2847 4009 0.00593038087484
2167 4010 35.4434805249
2186 4010 23.8002566317
2489 4010 14.2606431724
2623 4010 46.5868026976
2962 4010 47.4560241937
3902 4010 35.1676213486
3917 4010 18.998276069
3930 4010 49.1302528117
163 4011 41.8297545274
312 4011 56.565951722
394 4011 67.3236709195
2156 4011 54.2568917903
3467 4011 56.3351461744
3823 4011 55.0462380371
850 4012 11.1169102971
1254 4012 79.4846152445
1620 4012 67.5260189556
2476 4012 72.7136811283
3042 4012 20.0247522069
733 4013 48.6303131498
1922 4013 54.2404830639
2377 4013 3.13048376736
3259 4013 2.69199782067
3289 4013 18.8644287841
840 4014 49.5774032202
1697 4014 55.9408066016
1822 4014 79.6761176002
1911 4014 17.9229038038
3879 4014 78.3392772787
415 4015 62.2050018273
625 4015 38.6314266936
1246 4015 56.3003148891
1703 4015 78.1158287858
186 4016 67.8426724047
235 4016 77.8921515184
660 4016 5.98031990502
1424 4016 40.3481639099
1934 4016 43.6020901104
2077 4016 72.5314128131
2254 4016 0.248839313821
2001 4017 10.2726994193
2225 4017 79.8252824906
3821 4017 46.786156955
3992 4017 44.0916043196
839 4018 77.8495536592
1333 4018 70.4538742377
2762 4018 62.8612607099
3491 4018 1.45296962907
3731 4018 26.0964064302
498 4019 33.8883899766
628 4019 76.5595470906
693 4019 30.6868192012
994 4019 35.7990233746
509 4020 25.9750849311
712 4020 59.1143494303
1858 4020 80.0544041756
3059 4020 20.9610443415
3932 4020 59.6719775123
1235 4021 66.8039519524
2491 4021 78.4437794377
3562 4021 60.9682958419
3905 4021 78.0501719481
4017 4021 6.6001249616
523 4022 70.6343223268
1002 4022 82.0677467644
1145 4022 59.6261685494
1198 4022 50.3459372781
2227 4022 54.3870902695
690 4023 20.3573917502
1012 4023 7.22400612499
2951 4023 15.4977760324
2968 4023 77.8157586094
205 4024 9.89098256659
1026 4024 10.8560401269
1199 4024 15.7922942183
1321 4024 39.3920374092
1898 4024 6.99966131241
2590 4024 80.7333063283
3062 4024 32.8622160731
100 4025 61.0472105662
716 4025 61.9503967308
967 4025 8.1670061205
1675 4025 0.0268339542316
1833 4025 23.1510217745
2023 4025 73.1614932224
2932 4025 61.7079885722
270 4026 56.2287090276
1008 4026 41.3767786398
1063 4026 66.9698299026
1152 4026 66.3871872353
3331 4026 23.7969821162
472 4027 20.4616586907
1388 4027 64.0357853901
1518 4027 71.9128773067
1833 4027 17.9932815271
2762 4027 28.1307679659
2855 4027 50.2755594406
3772 4027 42.2925942894
1109 4028 57.0180145628
1170 4028 4.91647377822
2498 4028 71.9996804121
2990 4028 66.8129238452
3544 4028 63.263951148
3718 4028 28.7199805789
3773 4028 46.5939750973
404 4029 52.9064364286
809 4029 82.0486878507
894 4029 36.2041378271
1319 4029 31.3182128029
1632 4029 12.1820785494
2711 4029 73.8290711031
3973 4029 79.4387212041
307 4030 26.0935435292
898 4030 41.879303144
1168 4030 60.3034559826
1781 4030 66.9904565491
1920 4030 24.1325491687
3458 4030 79.0037454874
715 4031 29.759412515
1553 4031 9.15631282141
1931 4031 20.2642795715
3486 4031 63.70188487
502 4032 56.7376205282
1016 4032 69.0334110609
1684 4032 73.2347140319
2349 4032 37.2219767507
3795 4032 51.3139139597
1170 4033 81.3382881913
1433 4033 69.3431689799
1454 4033 4.11679786055
1584 4033 16.6520095069
1889 4033 8.00989318083
2029 4033 61.9795252939
3411 4033 64.6450875453
18 4034 31.1016949585
622 4034 50.9465653372
2326 4034 0.565667960138
2652 4034 45.6739483995
799 4035 35.7253565086
1693 4035 31.1172022187
1820 4035 5.09957139227
1860 4035 1.75484625481
2502 4035 73.0478913243
3023 4035 7.37595621914
3190 4035 69.7832998047
3947 4035 26.9414048168
191 4036 51.8418538504
1703 4036 79.490668882
2094 4036 25.6214045812
2140 4036 6.63395091174
3161 4036 38.0793907582
3265 4036 14.4471017414
1230 4037 18.2008776699
1421 4037 3.68117531407
1623 4037 79.8663195432
2305 4037 67.1994094353
3327 4037 58.4766579297
3908 4037 19.3904295435
701 4038 69.7669344613
1781 4038 34.3790426893
1992 4038 58.3157895316
2889 4038 40.8631162975
2902 4038 40.9108682898
359 4039 45.5307523022
1334 4039 71.2841009707
1677 4039 66.4504039913
1871 4039 43.3146816301
2895 4039 56.0986986975
3545 4039 31.7376829846
962 4040 16.8504078652
1287 4040 49.1463094661
1629 4040 43.5181759257
1715 4040 39.8828265132
1755 4040 81.7100958465
2856 4040 43.1879508912
378 4041 53.7616339186
673 4041 40.0383367919
878 4041 9.65233112847
1226 4041 61.30168759
1275 4041 68.94694899
1699 4041 77.5951954252
2979 4041 68.705535831
213 4042 64.0874960349
806 4042 46.8199075765
1321 4042 67.5506618072
1412 4042 4.91755217794
2194 4042 81.6817060046
3905 4042 62.2797709382
386 4043 78.3525469812
1366 4043 19.4365143842
1808 4043 34.4981457584
2302 4043 52.3097358419
2773 4043 54.0933983416
3026 4043 1.10198896291
35 4044 78.7695123837
257 4044 29.0134845558
592 4044 48.7555060449
1454 4044 48.3635142003
1696 4044 10.4693907527
3086 4044 11.1006379981
3489 4044 36.4817469365
927 4045 49.6634277868
1304 4045 26.402733648
2085 4045 23.6682409385
2386 4045 61.1435003391
2946 4045 16.3339364129
3845 4045 38.9283322798
3975 4045 66.673601878
669 4046 61.9674314419
718 4046 66.7934596057
925 4046 10.3864165189
2414 4046 25.9643774541
3436 4046 20.4848489059
1748 4047 31.0463082937
1938 4047 72.4380268719
1945 4047 8.81281063845
2739 4047 28.3165469175
2777 4047 3.96371316567
2988 4047 76.6141843387
324 4048 37.8347392539
349 4048 46.6629335217
1494 4048 75.2726903485
1795 4048 70.6407847251
1801 4048 16.1029182148
3138 4048 65.2051236129
132 4049 61.9163316855
404 4049 43.8359161495
3097 4049 39.4446657043
3541 4049 52.2534289255
3628 4049 41.8908113395
3773 4049 54.2470105231
553 4050 6.44776661612
888 4050 9.7097543002
1335 4050 80.8298678692
1384 4050 3.90311766415
1996 4050 37.5509108405
239 4051 82.2960594056
681 4051 17.2712933953
2309 4051 17.6390120772
2561 4051 72.1093154781
2992 4051 27.8370606304
3221 4051 55.194821426
1830 4052 38.5781961872
1895 4052 3.40437380698
2744 4052 80.921971432
2769 4052 7.29122513779
2942 4052 55.9786830337
1706 4053 46.5643844716
1989 4053 46.5496610937
2733 4053 57.1427717787
3481 4053 27.2372539502
3869 4053 6.73548081627
3922 4053 2.60087119637
364 4054 71.1575678095
1182 4054 69.2791904472
1257 4054 76.585271559
1672 4054 65.7993916546
3638 4054 35.3138225138
4031 4054 9.59260784531
473 4055 48.4957523281
901 4055 28.4611074862
1716 4055 73.6324444347
2168 4055 4.74107876786
3017 4055 74.5692470092
3678 4055 27.223175845
4026 4055 71.9400226682
225 4056 26.1347482576
824 4056 56.0300407739
1135 4056 53.5120936385
1407 4056 45.1864974472
1865 4056 43.6010165659
1870 4056 37.4299493537
229 4057 37.0579297047
904 4057 72.0642368155
1095 4057 42.7730824961
2379 4057 58.654565312
2398 4057 4.03125703089
3029 4057 65.4830181237
3078 4057 53.9943188756
3459 4057 21.9652170417
156 4058 3.25512900376
876 4058 48.0534596663
1090 4058 11.4682103286
2791 4058 48.5943933388
3354 4058 19.1091664931
3756 4058 65.7820675556
263 4059 49.9983098759
382 4059 50.3863581755
401 4059 56.5531673035
2879 4059 38.7148553345
3413 4059 41.6063064886
672 4060 7.01095654454
890 4060 3.71784010881
948 4060 20.6252807258
1230 4060 41.5066304215
1671 4060 49.7246650526
56 4061 71.6443591607
1392 4061 59.3172491212
2024 4061 7.04048355491
2409 4061 57.4473947786
2553 4061 22.7991775206
1029 4062 33.5452777242
2052 4062 19.8825076786
2871 4062 13.5538836966
2894 4062 35.6712941835
3062 4062 29.5822725552
3824 4062 42.4814894884
544 4063 72.9909516806
1462 4063 37.4917775142
1671 4063 24.6063926523
3591 4063 41.2335362178
3987 4063 66.2346229674
317 4064 24.6330140782
372 4064 49.4199143161
1117 4064 66.4775269488
1760 4064 36.6337516983
2852 4064 74.0451823956
3558 4064 79.315239764
443 4065 4.2330154484
1153 4065 21.3962872931
1734 4065 59.3022674761
2697 4065 69.4283920344
2808 4065 24.3202466229
3164 4065 3.5609258712
70 4066 46.0907741257
722 4066 82.4198655234
829 4066 75.1176108518
1215 4066 46.6760366507
1525 4066 70.1036525073
1633 4066 11.029885918
2004 4066 3.6724611735
1554 4067 4.46865513157
1746 4067 39.5134165619
2857 4067 49.548026084
3716 4067 41.5471458645
3808 4067 21.0065752576
3894 4067 22.3490830493
97 4068 20.909509693
364 4068 65.0168045258
2182 4068 25.938615207
2572 4068 19.6522816314
2828 4068 62.2972454439
3216 4068 78.5155069958
3353 4068 58.1145436352
610 4069 34.0271915116
832 4069 43.7270746471
964 4069 36.0876616035
1896 4069 45.1424398119
2300 4069 5.71200678504
3331 4069 82.6823328922
3636 4069 8.24829826658
3873 4069 20.3821899848
411 4070 32.7711326705
1047 4070 5.39217798673
2300 4070 25.1084360728
2439 4070 68.4692525058
2540 4070 59.8411978138
2809 4070 0.505980718243
3389 4070 1.32954262296
3550 4070 16.4586273976
539 4071 76.4986247041
769 4071 10.1945520924
1250 4071 44.7237087483
2725 4071 42.1217511801
3953 4071 57.8828492121
16 4072 37.4795244595
1037 4072 2.68393577362
2476 4072 18.154790377
3305 4072 75.5805851218
3553 4072 55.8038038003
555 4073 62.2452339416
1523 4073 31.5951012847
2423 4073 42.5144931644
2589 4073 73.9439429637
3775 4073 0.914174129034
3866 4073 15.8274811079
3921 4073 25.7580518291
1326 4074 57.364458745
1538 4074 42.7170160061
3255 4074 60.8455662851
3337 4074 63.3276691286
3753 4074 45.2158308214
1132 4075 24.5209107349
1157 4075 67.8246080109
1766 4075 72.6135729067
2408 4075 20.5403819481
3776 4075 50.1623396634
55 4076 47.1124104317
492 4076 5.60838842782
679 4076 62.746886795
856 4076 56.7173019519
1406 4076 35.5930673594
3817 4076 48.4192472326
176 4077 28.6956119056
807 4077 28.0669842665
2507 4077 79.3567465898
3233 4077 52.8794234144
3248 4077 7.79706670347
3594 4077 28.3168471309
53 4078 42.1970470596
331 4078 63.0821208892
840 4078 55.8748976442
876 4078 58.6531172387
2391 4078 2.8225684683
2844 4078 69.7154601108
3386 4078 12.403482509
3509 4078 59.3275042449
3905 4078 32.7689806557
1450 4079 5.38277012859
3064 4079 15.6969558441
3104 4079 10.7419411332
3520 4079 4.30004167612
3671 4079 13.0357471982
1236 4080 74.8180826613
2118 4080 42.3790229815
2523 4080 69.3381042752
2815 4080 14.1498150806
3313 4080 26.0042663944
3511 4080 61.490521973
47 4081 31.8784814975
211 4081 1.24184741834
1258 4081 59.4201364498
1325 4081 32.500754715
1837 4081 26.6914467642
1988 4081 59.0869016791
3485 4081 58.5362162342
4045 4081 64.3875461486
1132 4082 30.8439635238
1238 4082 25.9537941468
1507 4082 21.0897557386
2982 4082 19.4852550988
3493 4082 22.9209680788
3542 4082 27.628787749
202 4083 29.7605436025
1607 4083 75.3019613258
2124 4083 70.9316444911
2346 4083 5.2038950716
2910 4083 52.4579314083
3569 4083 24.6740961909
3989 4083 26.5217158512
559 4084 71.9864616733
1017 4084 59.5849696361
1534 4084 41.684116492
1785 4084 45.7224562115
2529 4084 29.5611206565
2878 4084 75.7572034661
169 4085 5.26109001566
343 4085 49.5820239354
466 4085 51.3988262981
2747 4085 10.4324065664
3664 4085 43.9023269061
339 4086 39.466160018
935 4086 21.240453044
1973 4086 6.80620512498
2573 4086 62.9530888158
3229 4086 0.0283673384752
3240 4086 47.5098653737
1591 4087 72.312857849
2011 4087 44.894175699
2330 4087 59.0415469918
2948 4087 31.1277462409
3521 4087 75.7437623308
593 4088 17.4737228457
848 4088 24.7155399755
896 4088 48.5360411811
1354 4088 48.0537490049
3051 4088 62.2123017655
3097 4088 52.9462283323
120 4089 34.5154523404
681 4089 8.51164388279
991 4089 54.0110538664
2214 4089 72.5174536892
2530 4089 61.9071744671
3873 4089 35.5285318466
747 4090 82.8308823361
1080 4090 52.5019413411
1713 4090 28.6248532337
2765 4090 81.2275929594
3271 4090 3.20103733327
3366 4090 52.0316872141
236 4091 21.1813197993
295 4091 27.5274705121
1657 4091 33.997467857
2273 4091 6.86229734464
2890 4091 58.6505615929
3729 4091 42.5247075716
1907 4092 17.8506811119
2100 4092 11.5862438611
3578 4092 47.4129447761
3875 4092 41.9446158333
498 4093 81.9796183854
1187 4093 56.6566594432
3351 4093 21.9361458228
3664 4093 69.8787534625
3839 4093 15.8335288365
918 4094 59.8351229535
1493 4094 76.0818627264
2922 4094 4.31301652837
3001 4094 16.7793897859
3897 4094 17.6958497354
1880 4095 56.4679015868
2066 4095 64.0218943801
2171 4095 24.7350788302
2465 4095 39.7663819925
3231 4095 16.9680187726
3878 4095 40.4586440901
2240 4096 46.9223791132
2653 4096 65.0951147822
2680 4096 19.0142141724
3803 4096 6.71811092072
4034 4096 8.2686704673
99 4097 33.573198704
700 4097 47.9742350142
1374 4097 26.4086053845
1377 4097 36.2582004179
2601 4097 28.4273301017
3066 4097 57.9796822961
340 4098 66.1969029425
563 4098 44.9799423488
891 4098 28.4153362947
1879 4098 10.3403751042
2167 4098 41.4602099619
2669 4098 17.2393614974
926 4099 75.1646587146
1576 4099 81.1148981002
1725 4099 75.694391863
1791 4099 36.3553754771
3697 4099 19.2844094337
3928 4099 51.9603203651
105 4100 12.6830560603
647 4100 74.2896250167
657 4100 61.1480952398
698 4100 23.462835725
905 4100 15.1110444939
1608 4100 20.6174301738
3460 4100 74.7671437918
46 4101 27.8105759432
1485 4101 37.3541564658
2087 4101 78.4440067671
2188 4101 22.688561908
3290 4101 68.5301634142
326 4102 80.9853068817
550 4102 26.3769612542
719 4102 65.195771336
1108 4102 45.8340133805
2426 4102 62.7411131183
2520 4102 1.15864937135
2591 4102 72.5614313284
675 4103 1.80177542467
753 4103 45.5052138286
